id,date,address,long,lat
213,2013-04-30,桃園縣中壢市五光三街58巷3號五樓,121.211127,24.958814
214,2013-04-30,桃園縣中壢市五光三街58巷6號五樓,121.21079,24.958523
215,2013-04-30,桃園縣中壢市五光三街58巷6號四樓,121.21079,24.958523
216,2013-04-30,桃園縣中壢市五光三街58巷8號二樓,121.210706,24.958504
217,2013-04-30,桃園縣中壢市五光三街62巷4號四樓,121.210856,24.958563
218,2013-04-30,桃園縣中壢市元化路2之16號,121.226765,24.955872
219,2013-04-30,桃園縣中壢市龍岡路一段57號,121.223079,24.951064
220,2013-04-30,桃園縣平鎮市延平路三段67號,121.205019,24.9404779
221,2013-04-30,桃園縣平鎮市長安路1巷33之3號,121.196808,24.956698
222,2013-04-30,桃園縣平鎮市長安路1巷41之4號,121.197079,24.956688
223,2013-04-30,桃園縣平鎮市崇德街13巷1弄16號,121.212392,24.946033
224,2013-04-30,桃園縣平鎮市崇德街13巷1弄18號,121.212469,24.946069
225,2013-04-30,桃園縣平鎮市莒光路13巷25弄4之2號,121.2216978,24.9467018
226,2013-04-30,桃園縣平鎮市莒光路13巷25弄5號,121.221732,24.9466489
227,2013-04-30,桃園縣平鎮市新榮路341巷14號,121.212443,24.9443109
228,2013-04-30,桃園縣平鎮市新興路130巷2號,121.20965,24.950354
229,2013-04-30,桃園縣平鎮市廣東路41號,121.211344,24.9545309
230,2013-04-30,桃園縣平鎮市環南路301巷12弄25號,121.207387,24.949502
231,2013-04-30,桃園縣桃園市三民路三段176之5號,121.305812,24.992868
232,2013-04-30,桃園縣桃園市三民路三段178之8號,121.3056633,24.9932969
233,2013-04-30,桃園縣桃園市北華街51號,121.309246,25.00123
234,2013-04-30,桃園縣桃園市寶慶路292號,121.2918868,25.014989
235,2013-04-30,桃園縣桃園市大興西路三段156巷16號,121.2894488,25.0047931
236,2013-04-30,桃園縣桃園市中正路1535巷99號,121.312165,24.992476
237,2013-04-30,桃園縣桃園市長壽街9號,121.3124426,24.9890285
238,2013-04-30,桃園縣桃園市福山街62巷12之2號,121.310859,25.013936
239,2013-04-30,桃園縣桃園市福山街62巷4之3號,121.310646,25.013909
240,2013-04-30,桃園縣桃園市福山街62巷6之3號,121.310702,25.0139149
241,2013-04-30,桃園縣桃園市龍壽街40號二樓,121.269608,24.9788999
242,2013-04-30,桃園縣桃園市龍壽街42號四樓,121.269586,24.9789469
243,2013-04-30,桃園縣桃園市龍壽街46巷1弄10號五樓,121.269898,24.978085
244,2013-04-30,桃園縣桃園市龍壽街46巷1弄1號一樓,121.269306,24.979277
245,2013-04-30,桃園縣桃園市龍壽街46巷1弄1號二樓,121.269306,24.979277
246,2013-04-30,桃園縣桃園市龍壽街46巷1弄2號二樓,121.267841,24.9860039
247,2013-04-30,桃園縣桃園市龍壽街46巷1弄3號二樓,121.269448,24.979621
248,2013-04-30,桃園縣桃園市龍壽街46巷1弄3號四樓,121.267849,24.985963
249,2013-04-30,桃園縣桃園市龍壽街46巷1弄4號四樓,121.269948,24.978002
250,2013-04-30,桃園縣桃園市龍壽街46巷1弄7號五樓,121.267827,24.987677
251,2013-04-30,桃園縣桃園市龍壽街52號二樓,121.269407,24.979156
252,2013-04-30,桃園縣桃園市龍壽街54號三樓,121.269386,24.979205
253,2013-04-30,桃園縣桃園市龍壽街54號四樓,121.269386,24.979205
254,2013-04-30,桃園縣桃園市龍壽街56之1號三樓,121.269306,24.979277
255,2013-04-30,桃園縣桃園市龍壽街56之2號三樓,121.269277,24.979311
256,2013-04-30,桃園縣龜山鄉幸福二十九街9號二樓,121.3376666,24.9884811
257,2013-04-30,桃園縣龜山鄉幸福二十九街32號三樓,121.3376666,24.9884811
258,2013-04-30,桃園縣龜山鄉幸福三十一街15號三樓,121.3373787,24.9888788
259,2013-04-30,桃園縣龜山鄉幸福三十一街34號三樓,121.3373787,24.9888788
260,2013-04-30,桃園縣龜山鄉幸福三十一街35號,121.3373787,24.9888788
261,2013-04-30,桃園縣龜山鄉幸福街34號四樓,121.3346569,24.9877881
262,2013-04-30,桃園縣龜山鄉明德路18號,121.337428,24.9933379
263,2013-04-30,桃園縣龜山鄉華美二街12號,121.35529,24.998098
264,2013-04-30,桃園縣龜山鄉華美街150號,121.354379,24.9974859
265,2013-04-30,桃園縣龜山鄉中和南路59號,121.338878,24.994855
266,2013-04-30,桃園縣楊梅市楊新北路21巷1弄85號,121.15096,24.9131551
